,background,1,2,3,4
343,0.999976471,5.88E-06,5.88E-06,5.88E-06,5.88E-06
344,5.00E-06,5.00E-06,5.00E-06,0.999980001,5.00E-06
345,5.56E-06,0.999977778,5.56E-06,5.56E-06,5.56E-06
346,1.25E-05,0.999950003,1.25E-05,1.25E-05,1.25E-05
347,2.50E-05,2.50E-05,0.999900012,2.50E-05,2.50E-05
348,2.50E-05,2.50E-05,2.50E-05,0.999900012,2.50E-05
349,1.25E-05,0.999950003,1.25E-05,1.25E-05,1.25E-05
350,0.999969232,7.69E-06,7.69E-06,7.69E-06,7.69E-06
351,0.999969232,7.69E-06,7.69E-06,7.69E-06,7.69E-06
352,0.961523817,0.038464645,3.85E-06,3.85E-06,3.85E-06
353,0.312496484,0.687484766,6.25E-06,6.25E-06,6.25E-06
354,0.999933339,1.67E-05,1.67E-05,1.67E-05,1.67E-05
355,0.461528403,0.538448521,7.69E-06,7.69E-06,7.69E-06
356,0.999866689,3.33E-05,3.33E-05,3.33E-05,3.33E-05
357,5.26E-06,0.999978948,5.26E-06,5.26E-06,5.26E-06
358,3.57E-06,0.999985715,3.57E-06,3.57E-06,3.57E-06
359,1.11E-05,0.999955558,1.11E-05,1.11E-05,1.11E-05
360,0.99997143,7.14E-06,7.14E-06,7.14E-06,7.14E-06
361,0.999963638,9.09E-06,9.09E-06,9.09E-06,9.09E-06
362,0.999982609,4.35E-06,4.35E-06,4.35E-06,4.35E-06
363,0.999963638,9.09E-06,9.09E-06,9.09E-06,9.09E-06
364,0.999978948,5.26E-06,5.26E-06,5.26E-06,5.26E-06
365,0.999955558,1.11E-05,1.11E-05,1.11E-05,1.11E-05
366,0.999866689,3.33E-05,3.33E-05,3.33E-05,3.33E-05
367,0.999980953,4.76E-06,4.76E-06,4.76E-06,4.76E-06
368,0.999963638,9.09E-06,9.09E-06,9.09E-06,9.09E-06
369,0.999900012,2.50E-05,2.50E-05,2.50E-05,2.50E-05
370,0.799940006,2.00E-05,2.00E-05,0.2,2.00E-05
371,0.571402043,0.428555103,1.43E-05,1.43E-05,1.43E-05
372,0.99980005,5.00E-05,5.00E-05,5.00E-05,5.00E-05
373,0.99980005,5.00E-05,5.00E-05,5.00E-05,5.00E-05
374,2.86E-06,0.999988572,2.86E-06,2.86E-06,2.86E-06
